time,temperature_2m (°C),rain (mm),snowfall (cm),snowfall_height (m),sunshine_duration (s),wind_speed_10m (km/h),direct_normal_irradiance (W/m²),direct_normal_irradiance_instant (W/m²),precipitation (mm),weather_code (wmo code),is_day (),relative_humidity_2m (%)
2024-06-22T23:45,14.2,0.00,0.00,2340.00,0.00,8.9,0.0,0.0,0.00,0,0,92
2024-06-23T00:00,14.1,0.00,0.00,2340.00,0.00,8.7,0.0,0.0,0.00,0,0,92
2024-06-23T00:15,14.0,0.00,0.00,2330.00,0.00,8.7,0.0,0.0,0.00,0,0,92
2024-06-23T00:30,13.9,0.00,0.00,2320.00,0.00,8.5,0.0,0.0,0.00,0,0,93
2024-06-23T00:45,13.8,0.00,0.00,2310.00,0.00,8.6,0.0,0.0,0.00,0,0,93
2024-06-23T01:00,13.6,0.00,0.00,2300.00,0.00,8.6,0.0,0.0,0.00,0,0,94
2024-06-23T01:15,13.4,0.00,0.00,2310.00,0.00,8.6,0.0,0.0,0.00,0,0,94
2024-06-23T01:30,13.3,0.00,0.00,2330.00,0.00,8.7,0.0,0.0,0.00,0,0,94
2024-06-23T01:45,13.1,0.00,0.00,2340.00,0.00,8.8,0.0,0.0,0.00,0,0,95
2024-06-23T02:00,12.9,0.00,0.00,2350.00,0.00,9.0,0.0,0.0,0.00,0,0,95
2024-06-23T02:15,12.8,0.00,0.00,2370.00,0.00,9.2,0.0,0.0,0.00,0,0,95
2024-06-23T02:30,12.6,0.00,0.00,2390.00,0.00,9.5,0.0,0.0,0.00,0,0,95
2024-06-23T02:45,12.5,0.00,0.00,2400.00,0.00,9.5,0.0,0.0,0.00,0,0,95
2024-06-23T03:00,12.4,0.00,0.00,2420.00,0.00,9.7,0.0,0.0,0.00,0,0,95
2024-06-23T03:15,12.2,0.00,0.00,2400.00,0.00,9.8,0.0,0.0,0.00,0,0,96
2024-06-23T03:30,12.1,0.00,0.00,2390.00,0.00,9.8,0.0,0.0,0.00,0,0,95
2024-06-23T03:45,11.9,0.00,0.00,2370.00,0.00,9.8,0.0,0.0,0.00,0,0,96
2024-06-23T04:00,11.9,0.00,0.00,2350.00,0.00,10.0,0.0,0.0,0.00,0,0,96
2024-06-23T04:15,11.8,0.00,0.00,2360.00,0.00,10.1,0.0,0.0,0.00,0,0,96
2024-06-23T04:30,11.6,0.00,0.00,2380.00,0.00,10.2,0.0,0.0,0.00,0,1,96
2024-06-23T04:45,11.6,0.00,0.00,2390.00,0.00,10.3,0.0,0.0,0.00,0,1,96
2024-06-23T05:00,11.6,0.00,0.00,2400.00,18.03,10.4,64.1,53.6,0.00,0,1,96
2024-06-23T05:15,11.6,0.00,0.00,2410.00,314.26,10.7,163.1,177.6,0.00,0,1,95
2024-06-23T05:30,11.9,0.00,0.00,2410.00,900.00,11.0,258.4,302.5,0.00,0,1,95
2024-06-23T05:45,12.1,0.00,0.00,2420.00,900.00,11.2,313.5,354.1,0.00,0,1,95
2024-06-23T06:00,12.4,0.00,0.00,2420.00,900.00,11.2,373.0,412.0,0.00,0,1,94
2024-06-23T06:15,12.7,0.00,0.00,2390.00,900.00,10.8,429.7,467.3,0.00,0,1,93
2024-06-23T06:30,13.1,0.00,0.00,2360.00,900.00,10.2,480.8,516.8,0.00,0,1,92
2024-06-23T06:45,13.4,0.00,0.00,2330.00,900.00,9.7,528.5,563.1,0.00,0,1,90
2024-06-23T07:00,13.8,0.00,0.00,2300.00,900.00,9.2,568.1,601.0,0.00,0,1,89
2024-06-23T07:15,14.2,0.00,0.00,2270.00,900.00,8.9,599.7,630.6,0.00,0,1,88
2024-06-23T07:30,14.6,0.00,0.00,2240.00,900.00,8.8,630.7,659.9,0.00,0,1,87
2024-06-23T07:45,15.0,0.00,0.00,2200.00,900.00,8.8,659.2,686.8,0.00,1,1,86
2024-06-23T08:00,15.4,0.00,0.00,2170.00,900.00,8.7,684.1,710.1,0.00,1,1,85
2024-06-23T08:15,15.8,0.00,0.00,2190.00,900.00,8.5,704.6,728.8,0.00,0,1,84
2024-06-23T08:30,16.2,0.00,0.00,2200.00,900.00,8.4,725.3,748.0,0.00,0,1,83
2024-06-23T08:45,16.7,0.00,0.00,2220.00,900.00,8.3,743.1,764.3,0.00,0,1,82
2024-06-23T09:00,17.1,0.00,0.00,2230.00,900.00,8.2,762.0,781.8,0.00,0,1,81
2024-06-23T09:15,17.5,0.00,0.00,2240.00,900.00,8.2,777.5,795.9,0.00,0,1,80
2024-06-23T09:30,17.9,0.00,0.00,2240.00,900.00,8.2,790.3,807.2,0.00,0,1,79
2024-06-23T09:45,18.3,0.00,0.00,2250.00,900.00,8.0,802.3,817.9,0.00,1,1,78
2024-06-23T10:00,18.6,0.00,0.00,2250.00,900.00,7.9,815.3,829.6,0.00,1,1,77
2024-06-23T10:15,19.0,0.00,0.00,2250.00,900.00,7.6,825.4,838.4,0.00,1,1,75
2024-06-23T10:30,19.4,0.00,0.00,2240.00,900.00,7.2,825.4,836.9,0.00,1,1,73
2024-06-23T10:45,19.8,0.00,0.00,2240.00,900.00,6.9,811.2,821.2,0.00,2,1,71
2024-06-23T11:00,20.0,0.00,0.00,2230.00,900.00,6.6,781.4,789.8,0.00,2,1,69
2024-06-23T11:15,20.4,0.00,0.00,2220.00,900.00,6.3,741.8,748.6,0.00,2,1,67
2024-06-23T11:30,20.6,0.00,0.00,2210.00,900.00,6.0,701.0,706.3,0.00,1,1,65
2024-06-23T11:45,20.9,0.00,0.00,2190.00,900.00,5.7,665.6,669.7,0.00,1,1,63
2024-06-23T12:00,21.0,0.00,0.00,2180.00,900.00,5.5,639.7,642.8,0.00,1,1,62
2024-06-23T12:15,21.2,0.00,0.00,2180.00,900.00,5.4,611.6,613.6,0.00,2,1,61
2024-06-23T12:30,21.5,0.00,0.00,2170.00,900.00,5.8,565.3,566.3,0.00,2,1,59
2024-06-23T12:45,21.6,0.00,0.00,2170.00,900.00,6.0,483.6,483.9,0.00,3,1,58
2024-06-23T13:00,21.7,0.00,0.00,2160.00,900.00,6.2,341.6,341.3,0.00,3,1,58
2024-06-23T13:15,21.8,0.00,0.00,2180.00,900.00,6.4,189.9,189.5,0.00,3,1,57
2024-06-23T13:30,21.8,0.00,0.00,2190.00,232.14,6.5,91.0,90.6,0.00,2,1,58
2024-06-23T13:45,21.8,0.00,0.00,2210.00,323.91,6.8,103.2,102.7,0.00,2,1,58
2024-06-23T14:00,21.9,0.00,0.00,2220.00,900.00,6.8,234.2,232.7,0.00,2,1,58
2024-06-23T14:15,22.1,0.00,0.00,2230.00,900.00,6.7,415.2,411.8,0.00,2,1,57
2024-06-23T14:30,22.5,0.00,0.00,2240.00,900.00,6.5,569.6,564.1,0.00,2,1,57
2024-06-23T14:45,22.8,0.00,0.00,2240.00,900.00,6.3,630.1,623.1,0.00,2,1,56
2024-06-23T15:00,23.0,0.00,0.00,2250.00,900.00,6.2,622.5,614.6,0.00,2,1,55
2024-06-23T15:15,23.1,0.00,0.00,2270.00,900.00,6.1,580.3,571.9,0.00,2,1,54
2024-06-23T15:30,23.1,0.00,0.00,2280.00,900.00,6.3,531.8,523.3,0.00,1,1,53
2024-06-23T15:45,23.1,0.00,0.00,2300.00,900.00,6.4,503.5,494.5,0.00,1,1,52
2024-06-23T16:00,23.0,0.00,0.00,2310.00,900.00,6.7,474.4,465.0,0.00,1,1,52
2024-06-23T16:15,23.0,0.00,0.00,2300.00,900.00,7.1,447.0,437.2,0.00,1,1,52
2024-06-23T16:30,23.0,0.00,0.00,2290.00,900.00,7.6,422.9,412.7,0.00,2,1,52
2024-06-23T16:45,22.9,0.00,0.00,2280.00,900.00,8.2,408.8,398.0,0.00,2,1,53
2024-06-23T17:00,22.8,0.00,0.00,2270.00,900.00,8.6,406.1,394.3,0.00,2,1,54
2024-06-23T17:15,22.6,0.00,0.00,2290.00,900.00,9.1,405.7,392.8,0.00,2,1,55
2024-06-23T17:30,22.5,0.00,0.00,2300.00,900.00,9.7,402.2,388.2,0.00,3,1,56
2024-06-23T17:45,22.4,0.00,0.00,2320.00,900.00,10.1,384.2,369.5,0.00,3,1,58
2024-06-23T18:00,22.1,0.00,0.00,2330.00,900.00,10.5,352.5,337.7,0.00,3,1,60
2024-06-23T18:15,21.8,0.00,0.00,2310.00,900.00,11.0,318.0,303.2,0.00,2,1,62
2024-06-23T18:30,21.5,0.00,0.00,2290.00,900.00,11.6,290.4,275.4,0.00,2,1,65
2024-06-23T18:45,21.1,0.00,0.00,2270.00,900.00,12.2,275.1,259.2,0.00,1,1,69
2024-06-23T19:00,20.8,0.00,0.00,2250.00,900.00,12.5,280.0,261.7,0.00,1,1,71
2024-06-23T19:15,20.5,0.00,0.00,2230.00,900.00,12.2,290.3,268.5,0.00,0,1,73
2024-06-23T19:30,20.1,0.00,0.00,2210.00,900.00,11.6,294.5,268.8,0.00,0,1,74
2024-06-23T19:45,19.9,0.00,0.00,2190.00,900.00,10.8,282.9,253.5,0.00,0,1,76
2024-06-23T20:00,19.5,0.00,0.00,2170.00,900.00,10.1,256.9,223.8,0.00,0,1,76
2024-06-23T20:15,19.0,0.00,0.00,2170.00,900.00,9.7,220.7,183.3,0.00,0,1,78
2024-06-23T20:30,18.5,0.00,0.00,2170.00,346.94,9.4,175.9,115.0,0.00,0,1,79
2024-06-23T20:45,17.9,0.00,0.00,2170.00,235.82,9.1,112.3,33.5,0.00,0,1,80
2024-06-23T21:00,17.4,0.00,0.00,2170.00,0.00,8.8,0.0,0.0,0.00,0,1,81
2024-06-23T21:15,17.0,0.00,0.00,2170.00,0.00,8.4,0.0,0.0,0.00,0,0,81
2024-06-23T21:30,16.6,0.00,0.00,2170.00,0.00,8.0,0.0,0.0,0.00,0,0,82
2024-06-23T21:45,16.4,0.00,0.00,2160.00,0.00,7.7,0.0,0.0,0.00,0,0,82
2024-06-23T22:00,16.0,0.00,0.00,2160.00,0.00,7.3,0.0,0.0,0.00,0,0,83
2024-06-23T22:15,15.8,0.00,0.00,2290.00,0.00,7.0,0.0,0.0,0.00,0,0,84
2024-06-23T22:30,15.5,0.00,0.00,2420.00,0.00,6.7,0.0,0.0,0.00,0,0,85
2024-06-23T22:45,15.2,0.00,0.00,2540.00,0.00,6.5,0.0,0.0,0.00,0,0,86
2024-06-23T23:00,15.0,0.00,0.00,2670.00,0.00,6.4,0.0,0.0,0.00,0,0,87
2024-06-23T23:15,14.8,0.00,0.00,2550.00,0.00,6.6,0.0,0.0,0.00,0,0,88
2024-06-23T23:30,14.4,0.00,0.00,2430.00,0.00,7.1,0.0,0.0,0.00,0,0,89
2024-06-23T23:45,14.2,0.00,0.00,2300.00,0.00,7.5,0.0,0.0,0.00,0,0,90
2024-06-24T00:00,13.9,0.00,0.00,2180.00,0.00,7.9,0.0,0.0,0.00,1,0,91
2024-06-24T00:15,13.8,0.00,0.00,2180.00,0.00,8.2,0.0,0.0,0.00,1,0,92
2024-06-24T00:30,13.6,0.00,0.00,2190.00,0.00,8.7,0.0,0.0,0.00,1,0,92
2024-06-24T00:45,13.4,0.00,0.00,2190.00,0.00,9.0,0.0,0.0,0.00,1,0,92
2024-06-24T01:00,13.4,0.00,0.00,2190.00,0.00,9.2,0.0,0.0,0.00,1,0,93
2024-06-24T01:15,13.4,0.00,0.00,2300.00,0.00,9.1,0.0,0.0,0.00,1,0,93
2024-06-24T01:30,13.4,0.00,0.00,2410.00,0.00,8.6,0.0,0.0,0.00,1,0,92
2024-06-24T01:45,13.4,0.00,0.00,2520.00,0.00,8.0,0.0,0.0,0.00,0,0,92
2024-06-24T02:00,13.4,0.00,0.00,2630.00,0.00,7.7,0.0,0.0,0.00,0,0,92
2024-06-24T02:15,13.4,0.00,0.00,2620.00,0.00,7.5,0.0,0.0,0.00,0,0,92
2024-06-24T02:30,13.4,0.00,0.00,2620.00,0.00,7.5,0.0,0.0,0.00,0,0,91
2024-06-24T02:45,13.4,0.00,0.00,2610.00,0.00,7.3,0.0,0.0,0.00,0,0,91
2024-06-24T03:00,13.4,0.00,0.00,2600.00,0.00,7.4,0.0,0.0,0.00,0,0,91
2024-06-24T03:15,13.2,0.00,0.00,2600.00,0.00,7.5,0.0,0.0,0.00,0,0,91
2024-06-24T03:30,12.9,0.00,0.00,2590.00,0.00,7.4,0.0,0.0,0.00,0,0,92
2024-06-24T03:45,12.7,0.00,0.00,2590.00,0.00,7.6,0.0,0.0,0.00,0,0,93
2024-06-24T04:00,12.5,0.00,0.00,2580.00,0.00,7.6,0.0,0.0,0.00,0,0,94
2024-06-24T04:15,12.4,0.00,0.00,2760.00,0.00,7.4,0.0,0.0,0.00,0,0,95
2024-06-24T04:30,12.2,0.00,0.00,2940.00,0.00,7.2,0.0,0.0,0.00,0,1,95
2024-06-24T04:45,12.2,0.00,0.00,3120.00,0.00,7.1,0.0,0.0,0.00,0,1,96
2024-06-24T05:00,12.4,0.00,0.00,3300.00,20.52,7.1,64.4,53.5,0.00,0,1,96
2024-06-24T05:15,12.7,0.00,0.00,3300.00,299.56,7.1,163.8,177.7,0.00,0,1,96
2024-06-24T05:30,13.3,0.00,0.00,3290.00,900.00,7.3,250.7,293.7,0.00,0,1,95
2024-06-24T05:45,13.9,0.00,0.00,3290.00,900.00,7.4,308.1,348.2,0.00,0,1,93
2024-06-24T06:00,14.4,0.00,0.00,3280.00,900.00,7.4,357.6,395.1,0.00,0,1,92
2024-06-24T06:15,14.9,0.00,0.00,3270.00,900.00,7.0,412.5,448.7,0.00,0,1,91
2024-06-24T06:30,15.4,0.00,0.00,3250.00,900.00,6.4,462.3,497.1,0.00,0,1,90
2024-06-24T06:45,15.9,0.00,0.00,3240.00,900.00,5.6,505.7,538.9,0.00,0,1,88
2024-06-24T07:00,16.3,0.00,0.00,3220.00,900.00,5.1,545.0,576.6,0.00,0,1,87
2024-06-24T07:15,16.8,0.00,0.00,3140.00,900.00,5.0,581.7,611.8,0.00,0,1,85
2024-06-24T07:30,17.2,0.00,0.00,3060.00,900.00,4.8,611.9,640.4,0.00,0,1,83
2024-06-24T07:45,17.7,0.00,0.00,2980.00,900.00,4.8,642.1,669.1,0.00,0,1,81
2024-06-24T08:00,18.1,0.00,0.00,2900.00,900.00,4.8,668.4,693.8,0.00,0,1,79
2024-06-24T08:15,18.6,0.00,0.00,2780.00,900.00,5.0,689.9,713.7,0.00,0,1,78
2024-06-24T08:30,19.0,0.00,0.00,2660.00,900.00,5.2,711.6,733.9,0.00,0,1,77
2024-06-24T08:45,19.4,0.00,0.00,2530.00,900.00,5.5,730.2,751.1,0.00,0,1,76
2024-06-24T09:00,19.8,0.00,0.00,2410.00,900.00,5.6,746.5,766.0,0.00,0,1,75
2024-06-24T09:15,20.2,0.00,0.00,2600.00,900.00,5.7,761.2,779.3,0.00,0,1,74
2024-06-24T09:30,20.5,0.00,0.00,2780.00,900.00,6.0,773.2,789.9,0.00,0,1,74
2024-06-24T09:45,20.9,0.00,0.00,2970.00,900.00,6.3,785.9,801.2,0.00,0,1,73
2024-06-24T10:00,21.2,0.00,0.00,3150.00,900.00,6.4,795.4,809.4,0.00,0,1,72
2024-06-24T10:15,21.5,0.00,0.00,3180.00,900.00,6.6,804.8,817.5,0.00,0,1,71
2024-06-24T10:30,21.9,0.00,0.00,3210.00,900.00,6.7,811.8,823.1,0.00,0,1,70
2024-06-24T10:45,22.1,0.00,0.00,3240.00,900.00,6.7,821.7,831.8,0.00,0,1,69
2024-06-24T11:00,22.4,0.00,0.00,3270.00,900.00,6.7,838.0,847.0,0.00,0,1,68
2024-06-24T11:15,22.7,0.00,0.00,3280.00,900.00,6.5,852.3,860.1,0.00,0,1,66
2024-06-24T11:30,23.0,0.00,0.00,3290.00,900.00,6.2,849.5,856.0,0.00,1,1,65
2024-06-24T11:45,23.2,0.00,0.00,3300.00,900.00,6.0,814.3,819.3,0.00,2,1,64
2024-06-24T12:00,23.4,0.00,0.00,3310.00,900.00,5.9,742.0,745.5,0.00,2,1,62
2024-06-24T12:15,23.5,0.00,0.00,3320.00,900.00,5.9,655.0,657.2,0.00,2,1,61
2024-06-24T12:30,23.6,0.00,0.00,3330.00,900.00,5.8,574.5,575.5,0.00,2,1,60
2024-06-24T12:45,23.7,0.00,0.00,3340.00,900.00,6.0,516.4,516.7,0.00,2,1,60
2024-06-24T13:00,23.8,0.00,0.00,3350.00,900.00,6.0,471.3,470.9,0.00,2,1,59
2024-06-24T13:15,23.9,0.00,0.00,3360.00,900.00,6.1,436.5,435.4,0.00,2,1,58
2024-06-24T13:30,24.0,0.00,0.00,3370.00,900.00,6.0,411.6,410.1,0.00,3,1,58
2024-06-24T13:45,24.2,0.00,0.00,3370.00,900.00,6.0,399.0,397.0,0.00,3,1,57
2024-06-24T14:00,24.3,0.00,0.00,3380.00,900.00,6.1,408.2,405.5,0.00,3,1,57
2024-06-24T14:15,24.4,0.00,0.00,3390.00,900.00,6.0,425.8,422.4,0.00,3,1,56
2024-06-24T14:30,24.5,0.00,0.00,3400.00,900.00,6.0,432.0,427.8,0.00,2,1,55
2024-06-24T14:45,24.6,0.00,0.00,3410.00,900.00,5.8,409.0,404.5,0.00,2,1,54
2024-06-24T15:00,24.6,0.00,0.00,3420.00,900.00,6.0,360.0,355.4,0.00,2,1,54
2024-06-24T15:15,24.6,0.00,0.00,3420.00,900.00,6.2,299.1,294.8,0.00,1,1,53
2024-06-24T15:30,24.6,0.00,0.00,3420.00,900.00,6.5,244.7,240.8,0.00,2,1,53
2024-06-24T15:45,24.6,0.00,0.00,3410.00,900.00,6.8,213.4,209.6,0.00,2,1,53
2024-06-24T16:00,24.6,0.00,0.00,3410.00,900.00,7.2,196.0,192.1,0.00,2,1,53
2024-06-24T16:15,24.5,0.00,0.00,3410.00,900.00,7.7,187.9,183.8,0.00,2,1,54
2024-06-24T16:30,24.4,0.00,0.00,3400.00,900.00,8.2,187.4,182.9,0.00,2,1,55
2024-06-24T16:45,24.3,0.00,0.00,3400.00,900.00,8.7,195.4,190.2,0.00,2,1,55
2024-06-24T17:00,24.2,0.00,0.00,3390.00,900.00,9.0,218.4,212.1,0.00,2,1,56
2024-06-24T17:15,24.2,0.00,0.00,3390.00,900.00,8.9,246.6,238.8,0.00,2,1,56
2024-06-24T17:30,24.3,0.00,0.00,3400.00,900.00,8.7,267.3,258.1,0.00,1,1,56
2024-06-24T17:45,24.3,0.00,0.00,3400.00,900.00,8.3,264.4,254.3,0.00,1,1,57
2024-06-24T18:00,24.2,0.00,0.00,3400.00,900.00,7.9,240.9,230.8,0.00,1,1,58
2024-06-24T18:15,24.0,0.00,0.00,3400.00,900.00,7.5,208.5,198.8,0.00,1,1,60
2024-06-24T18:30,23.8,0.00,0.00,3390.00,900.00,7.6,183.5,174.0,0.00,1,1,63
2024-06-24T18:45,23.5,0.00,0.00,3390.00,900.00,8.5,180.2,169.8,0.00,1,1,66
2024-06-24T19:00,23.1,0.00,0.00,3380.00,900.00,9.2,200.3,187.2,0.00,0,1,68
2024-06-24T19:15,22.9,0.00,0.00,3390.00,900.00,9.3,230.5,213.2,0.00,0,1,70
2024-06-24T19:30,22.5,0.00,0.00,3400.00,900.00,8.9,247.6,226.0,0.00,0,1,71
2024-06-24T19:45,22.1,0.00,0.00,3410.00,900.00,8.4,243.1,217.8,0.00,0,1,71
2024-06-24T20:00,21.8,0.00,0.00,3420.00,900.00,8.4,221.0,192.5,0.00,0,1,72
2024-06-24T20:15,21.4,0.00,0.00,3450.00,900.00,9.1,191.6,159.2,0.00,0,1,73
2024-06-24T20:30,21.0,0.00,0.00,3480.00,235.92,10.1,138.1,90.4,0.00,0,1,74
2024-06-24T20:45,20.5,0.00,0.00,3500.00,90.28,11.3,80.2,24.0,0.00,1,1,74
2024-06-24T21:00,20.1,0.00,0.00,3530.00,0.00,12.0,0.0,0.0,0.00,1,1,75
2024-06-24T21:15,19.6,0.00,0.00,3530.00,0.00,12.5,0.0,0.0,0.00,1,0,76
2024-06-24T21:30,19.2,0.00,0.00,3540.00,0.00,12.6,0.0,0.0,0.00,0,0,77
2024-06-24T21:45,18.8,0.00,0.00,3540.00,0.00,12.8,0.0,0.0,0.00,0,0,79
2024-06-24T22:00,18.4,0.00,0.00,3540.00,0.00,12.6,0.0,0.0,0.00,0,0,80
2024-06-24T22:15,18.1,0.00,0.00,3570.00,0.00,12.4,0.0,0.0,0.00,0,0,80
2024-06-24T22:30,17.9,0.00,0.00,3590.00,0.00,11.9,0.0,0.0,0.00,0,0,81
2024-06-24T22:45,17.8,0.00,0.00,3620.00,0.00,11.4,0.0,0.0,0.00,0,0,82
2024-06-24T23:00,17.6,0.00,0.00,3640.00,0.00,11.0,0.0,0.0,0.00,0,0,82
2024-06-24T23:15,17.5,0.00,0.00,3610.00,0.00,10.9,0.0,0.0,0.00,0,0,83
2024-06-24T23:30,17.4,0.00,0.00,3580.00,0.00,10.7,0.0,0.0,0.00,0,0,84
2024-06-24T23:45,17.2,0.00,0.00,3540.00,0.00,10.6,0.0,0.0,0.00,1,0,84
2024-06-25T00:00,17.1,0.00,0.00,3510.00,0.00,10.4,0.0,0.0,0.00,1,0,85
2024-06-25T00:15,17.0,0.00,0.00,3450.00,0.00,10.2,0.0,0.0,0.00,2,0,86
2024-06-25T00:30,17.0,0.00,0.00,3390.00,0.00,10.0,0.0,0.0,0.00,2,0,87
2024-06-25T00:45,16.9,0.00,0.00,3320.00,0.00,9.8,0.0,0.0,0.00,2,0,88
2024-06-25T01:00,16.7,0.00,0.00,3260.00,0.00,9.5,0.0,0.0,0.00,2,0,89
2024-06-25T01:15,16.5,0.00,0.00,2980.00,0.00,9.2,0.0,0.0,0.00,2,0,89
2024-06-25T01:30,16.3,0.00,0.00,2700.00,0.00,8.7,0.0,0.0,0.00,1,0,91
2024-06-25T01:45,16.1,0.00,0.00,2420.00,0.00,8.3,0.0,0.0,0.00,0,0,91
2024-06-25T02:00,15.9,0.00,0.00,2140.00,0.00,7.9,0.0,0.0,0.00,0,0,92
2024-06-25T02:15,15.8,0.00,0.00,2140.00,0.00,7.5,0.0,0.0,0.00,0,0,92
2024-06-25T02:30,15.7,0.00,0.00,2140.00,0.00,7.2,0.0,0.0,0.00,0,0,92
2024-06-25T02:45,15.6,0.00,0.00,2130.00,0.00,6.7,0.0,0.0,0.00,0,0,91
2024-06-25T03:00,15.6,0.00,0.00,2130.00,0.00,6.6,0.0,0.0,0.00,0,0,91
2024-06-25T03:15,15.4,0.00,0.00,2130.00,0.00,6.7,0.0,0.0,0.00,0,0,91
2024-06-25T03:30,15.4,0.00,0.00,2120.00,0.00,6.8,0.0,0.0,0.00,0,0,91
2024-06-25T03:45,15.3,0.00,0.00,2120.00,0.00,6.9,0.0,0.0,0.00,0,0,91
2024-06-25T04:00,15.2,0.00,0.00,2110.00,0.00,7.1,0.0,0.0,0.00,0,0,91
2024-06-25T04:15,15.2,0.00,0.00,2110.00,0.00,7.3,0.0,0.0,0.00,0,0,91
2024-06-25T04:30,15.1,0.00,0.00,2120.00,0.00,7.3,0.0,0.0,0.00,0,0,91
2024-06-25T04:45,15.1,0.00,0.00,2120.00,0.00,7.3,0.0,0.0,0.00,0,1,91
2024-06-25T05:00,15.1,0.00,0.00,2120.00,23.51,7.4,64.9,53.4,0.00,0,1,91
2024-06-25T05:15,15.4,0.00,0.00,2120.00,282.52,7.8,164.7,177.8,0.00,0,1,90
2024-06-25T05:30,15.6,0.00,0.00,2120.00,900.00,8.3,262.5,308.0,0.00,0,1,89
2024-06-25T05:45,16.0,0.00,0.00,2110.00,900.00,8.8,317.2,358.8,0.00,0,1,88
2024-06-25T06:00,16.4,0.00,0.00,2110.00,900.00,8.9,376.5,416.2,0.00,0,1,88
2024-06-25T06:15,16.7,0.00,0.00,2120.00,900.00,8.5,433.0,471.2,0.00,0,1,87
2024-06-25T06:30,17.1,0.00,0.00,2130.00,900.00,8.1,483.9,520.5,0.00,0,1,87
2024-06-25T06:45,17.5,0.00,0.00,2140.00,900.00,7.6,528.1,562.8,0.00,0,1,87
2024-06-25T07:00,18.0,0.00,0.00,2150.00,900.00,7.3,564.9,597.7,0.00,0,1,86
2024-06-25T07:15,18.4,0.00,0.00,2150.00,900.00,7.3,599.6,630.7,0.00,0,1,85
2024-06-25T07:30,18.8,0.00,0.00,2150.00,900.00,7.6,628.2,657.4,0.00,0,1,84
2024-06-25T07:45,19.2,0.00,0.00,2140.00,900.00,7.7,657.0,684.7,0.00,0,1,83
2024-06-25T08:00,19.6,0.00,0.00,2140.00,900.00,7.9,682.2,708.2,0.00,0,1,82
2024-06-25T08:15,20.1,0.00,0.00,2140.00,900.00,7.8,702.7,727.0,0.00,0,1,81
2024-06-25T08:30,20.5,0.00,0.00,2140.00,900.00,7.8,723.6,746.4,0.00,0,1,81
2024-06-25T08:45,21.0,0.00,0.00,2140.00,900.00,7.7,741.5,762.8,0.00,0,1,80
2024-06-25T09:00,21.5,0.00,0.00,2140.00,900.00,7.7,757.2,777.0,0.00,0,1,79
2024-06-25T09:15,21.9,0.00,0.00,2330.00,900.00,7.8,771.4,789.7,0.00,0,1,78
2024-06-25T09:30,22.4,0.00,0.00,2520.00,900.00,8.0,784.4,801.3,0.00,0,1,75
2024-06-25T09:45,22.9,0.00,0.00,2710.00,900.00,8.3,796.6,812.2,0.00,0,1,73
2024-06-25T10:00,23.3,0.00,0.00,2900.00,900.00,8.7,807.1,821.3,0.00,0,1,71
2024-06-25T10:15,23.7,0.00,0.00,2690.00,900.00,9.0,816.1,828.9,0.00,0,1,70
2024-06-25T10:30,24.0,0.00,0.00,2480.00,900.00,9.4,822.7,834.2,0.00,0,1,68
2024-06-25T10:45,24.4,0.00,0.00,2260.00,900.00,9.9,829.7,840.0,0.00,0,1,67
2024-06-25T11:00,24.6,0.00,0.00,2050.00,900.00,10.4,836.1,845.1,0.00,0,1,65
2024-06-25T11:15,25.0,0.00,0.00,2050.00,900.00,11.1,840.8,848.5,0.00,0,1,64
2024-06-25T11:30,25.2,0.00,0.00,2060.00,900.00,12.1,844.1,850.5,0.00,0,1,62
2024-06-25T11:45,25.5,0.00,0.00,2060.00,900.00,12.9,847.2,852.4,0.00,0,1,61
2024-06-25T12:00,25.6,0.00,0.00,2060.00,900.00,13.6,850.2,854.2,0.00,0,1,60
2024-06-25T12:15,25.9,0.00,0.00,2060.00,900.00,14.0,850.9,853.8,0.00,0,1,58
2024-06-25T12:30,26.0,0.00,0.00,2070.00,900.00,14.3,852.9,854.5,0.00,0,1,57
2024-06-25T12:45,26.1,0.00,0.00,2070.00,900.00,14.5,857.2,857.7,0.00,0,1,56
2024-06-25T13:00,26.4,0.00,0.00,2070.00,900.00,14.7,869.6,868.8,0.00,0,1,55
2024-06-25T13:15,26.6,0.00,0.00,2070.00,900.00,14.7,879.9,877.9,0.00,0,1,53
2024-06-25T13:30,26.9,0.00,0.00,2060.00,900.00,14.5,877.9,874.7,0.00,1,1,52
2024-06-25T13:45,27.1,0.00,0.00,2060.00,900.00,14.3,853.2,848.8,0.00,1,1,50
2024-06-25T14:00,27.2,0.00,0.00,2050.00,900.00,14.2,803.7,798.4,0.00,2,1,49
2024-06-25T14:15,27.4,0.00,0.00,2370.00,900.00,13.9,742.2,736.3,0.00,2,1,48
2024-06-25T14:30,27.4,0.00,0.00,2700.00,900.00,13.7,678.5,672.0,0.00,2,1,48
2024-06-25T14:45,27.4,0.00,0.00,3020.00,900.00,13.6,619.1,612.2,0.00,2,1,48
2024-06-25T15:00,27.3,0.00,0.00,3340.00,900.00,13.7,551.2,544.2,0.00,2,1,47
2024-06-25T15:15,27.2,0.00,0.00,3360.00,900.00,13.9,486.5,479.5,0.00,1,1,47
2024-06-25T15:30,27.1,0.00,0.00,3390.00,900.00,14.4,437.8,430.8,0.00,1,1,47
